(10, 161.4660489857779)
(10, 161.48226197611075)
(10, 204.42428262747126)
(10, 204.4399365595309)
(10, 233.4699663176434)
(10, 233.48559972277144)
(10, 259.5528753764811)
(10, 259.5694777755998)
(10, 287.4430294918129)
(10, 329.6637029335834)
(10, 372.429851173365)
(10, 381.0450705976691)
(10, 434.05790418368997)
(10, 451.104317788966)
(10, 467.89184849639423)
(10, 493.61977128119906)
(10, 622.4613573643728)
(10, 648.2135312616592)
(10, 674.2859392630635)
(10, 682.9790208270424)
(10, 718.0140099627897)
(10, 776.9486716933316)
(10, 802.414864669845)
(10, 819.4214628851041)
(10, 858.8308876045048)
(10, 858.8483391563641)
(10, 867.6042217951617)
(10, 867.621516677842)
(10, 927.3097668557893)
(10, 927.3252973241615)
(10, 968.6667892247788)
(10, 968.6846507123555)
(10, 1011.9955033848528)
(10, 1045.540505458659)
(10, 1053.5958105649916)
(10, 1070.3770440188819)
(10, 1114.580851531413)
(10, 1123.0202202785877)
(10, 1148.294865478878)
(10, 1215.4980967267184)
(10, 1250.1657284630928)
(10, 1266.1384013228817)
(10, 1299.6652291745995)
(10, 1316.4169780427474)
(10, 1401.1898452446912)
(10, 1442.9403911717236)
(10, 1484.8942299274495)
(10, 1501.5497549743159)
(10, 1570.7551134809619)
(10, 1579.0332591343322)
(10, 1587.3145417926135)
(10, 1620.5580146671273)
(10, 1663.1381725074607)
(10, 1671.401632920897)
(10, 1696.3465409328928)
(10, 1721.1692738944548)
(333, 130.0441236399929)
(333, 130.06046281085582)
(333, 187.31119136756752)
(333, 187.32711154659046)
(333, 195.87400210218038)
(333, 195.88952351454645)
(333, 268.0899718478322)
(333, 268.1063076981227)
(333, 278.8133319084882)
(333, 321.4968279785244)
(333, 347.0215463815839)
(333, 363.78247443033615)
(333, 416.86610465013655)
(333, 459.66060034156544)
(333, 510.7193781292299)
(333, 527.9315084248083)
(333, 572.0836160320323)
(333, 597.5955394881312)
(333, 631.0180543807801)
(333, 665.7340896316455)
(333, 751.6601735012373)
(333, 760.1134441427421)
(333, 793.8816550417687)
(333, 810.8385145834764)
(333, 885.8028462462826)
(333, 885.8199696683441)
(333, 910.6097178929485)
(333, 910.6260643085698)
(333, 918.8560240938095)
(333, 918.8719862324069)
(333, 960.397563447943)
(333, 960.4135784133105)
(333, 995.2085187553312)
(333, 1003.5847915032646)
(333, 1061.9875138632488)
(333, 1078.7695107395411)
(333, 1139.8717700954294)
(333, 1156.6692014462897)
(333, 1181.8321294865455)
(333, 1190.2398619379383)
(333, 1274.5005961878924)
(333, 1282.8609590202686)
(333, 1333.1337700749282)
(333, 1341.5010372159886)
(333, 1409.5142632294446)
(333, 1451.2687874654657)
(333, 1459.7126558464952)
(333, 1476.5625553549035)
(333, 1520.9950674884603)
(333, 1595.6289241993218)
(333, 1603.8956049329718)
(333, 1645.3908734650468)
(333, 1679.6883126644534)
(333, 1712.8878608295345)
(333, 1737.6889921677648)
(333, 1779.1406846470782)
(666, 140.369335837604)
(666, 140.38541600632016)
(666, 170.12653491972014)
(666, 170.14273130730726)
(666, 216.11363311170135)
(666, 216.12924598983955)
(666, 224.79189540661173)
(666, 224.80767733039102)
(666, 304.66822490561754)
(666, 338.3235555498977)
(666, 389.64376641024137)
(666, 406.6991756607895)
(666, 476.28035894432105)
(666, 502.1553128341329)
(666, 519.3678907988942)
(666, 545.1499133338802)
(666, 589.0722938955878)
(666, 606.4339061566861)
(666, 614.2152371137054)
(666, 639.6791552183568)
(666, 709.9427623392548)
(666, 734.7620011869003)
(666, 768.46975410491)
(666, 785.4052674031118)
(666, 850.5864291333128)
(666, 850.603768088622)
(666, 875.8163545056595)
(666, 875.8324905198533)
(666, 902.3801146129845)
(666, 902.3944581391406)
(666, 943.8379591476987)
(666, 943.8558858386241)
(666, 986.7963760228013)
(666, 1020.3874502899707)
(666, 1037.1491287808167)
(666, 1103.9983795763692)
(666, 1165.0446890374296)
(666, 1173.4240571326227)
(666, 1198.678900140454)
(666, 1223.8458517698455)
(666, 1324.7924758974114)
(666, 1349.8803138453513)
(666, 1358.2564634314622)
(666, 1366.6008137134486)
(666, 1384.5616491492838)
(666, 1417.8426634475472)
(666, 1426.1761178296292)
(666, 1434.5633127399487)
(666, 1529.2966963039944)
(666, 1537.561813666951)
(666, 1562.487727283442)
(666, 1628.829170583398)
(666, 1654.8981022810913)
(666, 1704.597918504267)
(666, 1745.946137215593)
(666, 1762.520748848212)
(958, 149.90472253260668)
(958, 149.92029224376893)
(958, 178.7563115922385)
(958, 178.77171014458872)
(958, 242.27645368722733)
(958, 242.29208588483743)
(958, 250.79391188011505)
(958, 250.80939314409625)
(958, 296.0080215195194)
(958, 312.8835700878408)
(958, 355.13781268167077)
(958, 398.11546937044477)
(958, 425.4529322482995)
(958, 442.6472584110452)
(958, 485.02946707746014)
(958, 536.5833808773896)
(958, 555.0941113539739)
(958, 563.5972891109413)
(958, 580.5707118090941)
(958, 657.6576390234404)
(958, 693.114033689606)
(958, 701.5354011846357)
(958, 726.2763694662135)
(958, 743.2046841350966)
(958, 841.9393684453098)
(958, 841.9561395882629)
(958, 894.0985053342883)
(958, 894.1132283076295)
(958, 935.6390874672215)
(958, 935.6537044852157)
(958, 952.1041366686113)
(958, 952.1200568476343)
(958, 978.4210924939252)
(958, 1028.776810494368)
(958, 1087.14606784645)
(958, 1095.583354614966)
(958, 1131.4337555249222)
(958, 1207.0882813910139)
(958, 1232.1929653449915)
(958, 1240.576109196234)
(958, 1291.2672165480908)
(958, 1308.0387470817077)
(958, 1375.0930850052391)
(958, 1392.8753789188922)
(958, 1468.2329322724254)
(958, 1493.2240353378002)
(958, 1509.902032895072)
(958, 1545.8743081956054)
(958, 1554.1862702303915)
(958, 1612.2414923232282)
(958, 1637.0973346929532)
(958, 1688.023759068863)
(958, 1729.452754750324)
(958, 1754.239620745997)
(958, 1770.8440770920715)
